,title,price,size,avg_rating,taste,score,description,brand,country,state,spirit_type,spirit_style,reviews
674,Girvan 30 Yr,599.99,750ml,-1, Rich . Vanilla . Fruit . Wood . Balanced ,-1," Lowlands, Scotland - Slow, gentle maturation in American Oak barrels adds richness & complexity - notes of vanilla, zesty fruit & woody spiced finish - for a taste experience unlike other whiskies. Bottled w/o the addition of caramel, & non-chill filtered. ",Girvan,Scotland,NA,Scotch,Single Malt,No Reviews
675,Glen Elgin Single Malt Scotch 18Yr,379.99,750ml,-1, Rich . Sweet . Spice . Orange . Balanced ,-1," Scotland- Smooth and very sweet, with a burst of sweetness that washes over the palate. Traces of honey are followed by sour apples and brown sugar. The spice builds, with light cinnamon joined by dark clove and dried orange peel. ",Glen Elgin,Scotland,Speyside,Scotch,Single Malt,No Reviews
676,Glen Ellis Blended Scotch Whisky,13.99,750ml,-1, Medium . Vanilla . Smoke . Mild ,-1," Scotland - A harmonious blend of well-aged and aromatic whiskies from the finest regions of Scotland. This blend uses generous amounts of mature malts giving the whisky a rich, smokey character that drinks well neat or on the rocks. ",Glen Ellis,Scotland,NA,Scotch,Blended Scotch,No Reviews
677,Glen Fohdry 12yr Speyside Single Malt,37.99,750ml,3.4, Delicate . Sweet . Fruit . Apple . Balanced ,-1," Scotland, Speyside - Offered at an ABV of 47.1% and non-chill filtered to ensure that you can enjoy the full flavor of this excellent whisky at its ideal strength. Creamy with hints of caramel and ripe banana. 2018 San Francisco World Spirits Competition DOUBLE GOLD Medal Winner ",Glen Fohdry,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Just bad.   ', 'review_cont': ' Just got a bottle. Tasted like rotten wood with high abv. I did not get any of the tasting notes listed, just a poor whisky. Will not buy again, waste of money. ', 'review_scor': '1'}}"
678,Glen Fohdry 21yr Speyside Single Malt,79.99,750ml,4.6, Medium . Pear . Fruit . Oak . Complex ,-1," Scotland, Speyside - With longer maturation in ex-bourbon barrels, this older expression develops sweet and tart fruit flavors that mingle with soft vanilla and nutmeg. The higher strenth allows those flavors to endure with every sip. Enjoy neat or diluted with a couple drops of water. ",Glen Fohdry,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Decent value and easy drinking   ', 'review_cont': "" I enjoy this scotch but it is more like a 12 or 15 year taste.  It's medium complex with some sweetness upfront.  It's easy to drink and worth adding to the collection.  I think it's priced fairly but I don't think I will buy another bottle of it when it's gone. "", 'review_scor': '4'}}"
679,Glen Fohdry Double Cask Speyside Single Malt Scotch,27.99,750ml,4.0, Delicate . Fruit . Vanilla . Citrus . Balanced ,-1," Scotland, Speyside - On the nose, peach and green apple followed by vanilla and spice. Rich on the palate, with notes of sweet vanilla and almonds, followed by a smooth finish with subtle notes of fruit. Non-chill filtered to preserve the wonderful flavors that develop over time. ",Glen Fohdry,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    I love the taste of this scotch   ', 'review_cont': ' I bought a bottle a few weeks ago and for the price , I found it to be quite impressive. ', 'review_scor': '5'}}"
680,Glen Garioch 12 Yr,71.99,750ml,-1, ,89," Wine Enthusiast -Highlands, Scotland- ""Light amber color, sweet and fruity scent, like apples. The flavor is sweet, with a deeply honeyed finish, and a splash of water brings out a nascent smokiness and spiciness."" ",Glen Garioch,Scotland,NA,Scotch,Single Malt,No Reviews
681,Glen Garioch 15 Yr,136.99,750ml,-1, Intense . Malt . Oak . Long ,-1," Highlands, Scotland- Intense, firm and quite rich. Starts malty, but becomes drier and more spicy with flavors of lavender and oak with a syrup sweetness. Long mellow finish that is very drinkable with a complex balance of flavors. ",Glen Garioch,Scotland,Highland,Scotch,Single Malt,No Reviews
682,Glen Garioch Single Malt Virgin Oak,119.99,750ml,-1, ,-1," Scotland- Glen Garioch uses virgin North American white oak casks for the entirety of the maturation for their Virgin Oak release. Using brand new barrels for whisky, gives bold flavors that come from this release. ",Glen Garioch,Scotland,Highland,Scotch,Single Malt,No Reviews
683,Glen Garioch Vintage 1995,99.99,750ml,-1, ,-1," Scotland- This 1995 vintage was the last to smoke its barley with peat, making history in the surrounding area. Warm and spicy on the palate, with tastes of pancakes filled with layers of baked banana and toffee sauce, mocha chocolate and warm golden syrup. ",Glen Garioch,Scotland,Highland,Scotch,Single Malt,No Reviews
684,Glen Garioch Vintage 1999,109.99,750ml,-1, Rich . Maple . Spice . Long ,-1," Scotland- This small batch release has a full bodied Highland character from maturation in Oloroso sherry casks. Full-bodied and intensely sherried with a syrupy mouth coating texture. Chocolate and maple soak into the palate, carrying the tingly warmth of nutmeg and ginger. ",Glen Garioch,Scotland,Highland,Scotch,Single Malt,No Reviews
685,Glen Grant 12 Yr,38.99,750ml,-1, ,-1," Speyside, Scotland- Bright gold with aromas of honey, pear, and apple with hints of almond and citrus. The palate highlights notes of apple pie crust, caramel, and vanilla. Finishes with lingering fruit and subtle hints of spice. ",Glen Grant,Scotland,Speyside,Scotch,Single Malt,No Reviews
686,Glen Grant 15 Yr,69.99,750ml,-1, ,-1,NA,Glen Grant,Scotland,Speyside,Scotch,Single Malt,No Reviews
687,Glen Grant 16 Yr,76.99,750ml,4.0, ,92," Speyside,Scotland- Aromas of peach creme brulee,toasted grain, candle wax, and roasted nuts follow through on a plush silky entry to a dry-yet-fruity medium-to-full body with elegant depth and graceful balance. Concludes with a peppery spice, wet mossy stone, and nutshell accent finish. ",Glen Grant,Scotland,NA,Scotch,Single Malt,
688,Glen Grant 18 Yr,129.99,750ml,-1, ,-1," Speyside, Scotland- Bright gold with rich and floral aromas, oaky undertones, and hints of baking spices. The palate highlights delicate malty caramel, vanilla, and raisins. Finishes long and sweet with hints of nuts and spice. ",Glen Grant,Scotland,Speyside,Scotch,Single Malt,No Reviews
689,Glen Grant Majors Reserve Scotch,38.99,750ml,-1, ,-1," Speyside, Scotland- Light amber with a nose of fruits and vanilla. Body is slightly dry, yet enters smoothly with fresh pears and apples that fade into vanilla. Finishes long and nutty with hints of vanilla. ",Glen Grant,Scotland,NA,Scotch,Single Malt,No Reviews
690,Glen Grant Single Malt 10 YR,40.99,750ml,4.2, ,92," Speyside, Scotland - Clean and distinctive taste and pale golden color. Ripe orchard notes on the nose with intense, fruity tones followed by a soft nutty, almond finish. Enjoy neat or on the rocks. ",Glen Grant,Scotland,NA,Scotch,Single Malt,"{'review_1': {'review_desc': '    been to there distillery   ', 'review_cont': ' My wife and I enjoyed the tour but their scotches we not for us.  So many others we prefer. ', 'review_scor': '3'}}"
691,Glen Kirk 12 Year Single Malt Scotch Whisky,29.99,750ml,4.5, Medium . Barley . Spice . Balanced ,90," Speyside, Scotland - Oak and floral tones intermingle making the nose rich and mature. Oaky vanilla cream fills the palate along with the sweetness of barley. The finish is smooth and lengthy. Enjoy on the rocks! Silver Medal SF Spirits Competition 2015 ",Glen Kirk,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Fruity, easy to drink.   ', 'review_cont': ' Received this as a gift.  Very fruity.  I mean, there are some peaches and apricot here folks.  No smoke or anything.  Easy to drink, and very enjoyable.  It does have a screw top. ', 'review_scor': '5'}}"
692,Glen Kirk 8 Yr Single Malt Scotch Whisky,19.99,750ml,3.9, Delicate . Grass . Barley . Balanced ,93," Speyside, Scotland- Attractively fresh and grassy clean aromas. Mouth-watering with an intense and delicious barley richness. A bit spicy with a touch of oak. A nice introduction to Scotch. ",Glen Kirk,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    whoa!   ', 'review_cont': "" Let's slow down the Glen Kirk bandwagon a bit. I bought it based on the reviews.  I was looking for an inexpensive scotch mixer.  Glen Kirk was flat with no smokiness.  ( am not a smoke lover....gave away my bottle of Laphroig 10) but scotch is supposed to have a little.  Let's face it, Scotch is pricey.  If you want to go cheap, get Dewers White label. "", 'review_scor': '2'}}"
693,Glen Logie Blended Scotch,9.99,750ml,3.0, Light . Vanilla . Wood . Balanced ,-1," Scotland - Master blended and handpicked from several of Scotland's finest distilleries, this blend uses carefully measured amounts of mature and younger malts giving the whisky a rich but balanced flavor. ",Glen Logie,Scotland,NA,Scotch,Blended Scotch,
694,Glen Moray 10 Year Scotch,38.99,750ml,-1, ,-1," Speyside, Scotland - Fully matured in Chardonnay wine barrels. The mouth feel is slightly spiced with a warming, mouthwatering effect. Malty toffee sweetness is present with blackcurrants and a citrus lemongrass tang. On the finish, shortbread, ginger, and herbal notes. ",Glen Moray,Scotland,NA,Scotch,Single Malt,No Reviews
695,Glen Moray 12 Yr,29.99,750ml,4.5, Rich . Floral . Toffee . Balanced ,-1," Speyside, Scotland- Aroma is sweet, fruity and floral. Smooth, warming and rounded with a good firm body. Lots of sweet, soft malty flavors evolve on palate, surrounded by toffee and dried apricots. Finish is pleasant and medium-length. ",Glen Moray,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Maybe the best affordable bottle on earth.   ', 'review_cont': ' Speyside is the perfect distilling region and Glen Moray made a fully mature fantastic whiskey. Love it. ', 'review_scor': '5'}}"
696,Glen Moray 15 Yr,45.99,750ml,-1, ,-1," Speyside, Scotland- The amalgamation of two distinct cask styles - sherry and American oak. An exquisitely complex whisky with a hint of spice and delicate smoke that boasts heady dried fruits and rich dark chocolate. ",Glen Moray,Scotland,Speyside,Scotch,Single Malt,No Reviews
697,Glen Moray 16 Year Whisky,59.99,750ml,3.5, ,-1," Speyside, Scotland - Glen Moray 16 Year Single Malt Scotch is rich ensemble of flavours including dried fruit, chocolate and barley sugar all working together to create a perfect taste experience. ",Glen Moray,Scotland,NA,Scotch,Single Malt,"{'review_1': {'review_desc': '    Nothing Special Here   ', 'review_cont': "" Speyside expressions are so numerous that it takes something special to make one stand out. Glen Moray 16 is not one of these. It is drinkable, of course. And the price is right at $54.00. I'd go for a Glenlivet or maybe a Glenfiddich if you're looking for a Highland malt to tweak your interest. The Macallen expressions are way overpriced, so avoid these. Glenrothes is another that receives little attention but is an outstanding example of the Highlands. Glen Moray 16 is okay, but you can do better. "", 'review_scor': '3'}}"
698,Glen Moray 18 Yr,84.99,750ml,-1, ,-1," Speyside, Scotland- Glen Moray 18 Year Scotch Whisky is quietly understated and oozes rich, old, oak wood and a gentle, but wide variety of woody spice notes across the palate. There is a malty core and a touch of fruit as well. ",Glen Moray,Scotland,Highland,Scotch,Single Malt,No Reviews
699,Glen Moray 25 Year,299.99,750ml,-1, Rich . Vanilla . Orange . Spice . Complex ,-1," Scotland- This extremely rare vintage comes to the market as a limited edition. Individually numbered, each bottle is unique. Finished in authentic Port Casks imported from the best port houses in Portugal, this rich and complex whisky offers a wide variety of delicate aromas. ",Glen Moray,Scotland,Speyside,Scotch,Single Malt,No Reviews
700,Glen Moray Chardonnay Cask,26.49,750ml,-1, ,-1," Speyside, Scotland- Fresh clean nose with hints of apple, pear drops, key lime pie and bubblegum fading to a cinnamon sugar aroma. Caramelized fruit and butterscotch notes. An elegant whisky with soft mouthfeel and taste befitting this meeting of Speyside and Burgundy. Nutty finish. ",Glen Moray,Scotland,Speyside,Scotch,Single Malt,No Reviews
701,Glen Moray Classic Sherry Cask Finish,24.99,750ml,-1, ,-1, Scotland- 6-7 years in ex-Bourbon barrels with 12-month finish in an Oloroso Sherry Hogsheads. Intense Oloroso sherry flavors marry with sweet vanilla oak to produce a whisky which has a wonderful depth of character. ,Glen Moray,Scotland,NA,Scotch,Single Malt,No Reviews
702,Glen Moray Classic Single Malt Scotch,19.99,750ml,3.8, ,-1," Speyside, Scotland - At full strength, the aroma is fragrant and lightly drying with warming malty notes. on the palate malty toffee sweetness is present throughout with blackcurrants and a fragrant citrus lemongrass tang. 91pts ""Top 100 spirits"" from Wine Enthusiast ",Glen Moray,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Just OK   ', 'review_cont': "" No wow factor to this. Hot finish you would expect from a much cheaper scotch. I won't buy again and will spend $2 more for Glenlivit 12 year that is by far  it's superior. "", 'review_scor': '3'}}"
703,Glen Moray Classic w 2 Glasses,19.99,750ml Btl,-1, ,-1,NA,Glen Moray,Scotland,NA,Scotch,Single Malt,No Reviews
704,Glen Moray Mastery,859.99,750ml,-1, ,-1," Speyside, Scotland- Bourbon cask matured Glen Moray from the 1970's adds complexity and vintage oak character, with port finished whisky from the 1980's bringing a sweeter character and spice. ",Glen Moray,Scotland,Speyside,Scotch,Single Malt,No Reviews
705,Glen Moray Port Cask,24.99,750ml,3.0, ,-1," Speyside, Scotland- Toasted vanilla and subtle hints of oak. Aromas of rich dried fruits and leather follow, laced with dark chocolate and blackberries. Spice hits the tongue combined with a refreshing lemon-citrus tang. Develops a rich caramel sweetness with traces of cinnamon. ",Glen Moray,Scotland,Speyside,Scotch,Single Malt,
706,Glen Ness 12 Yr Single Malt Scotch Whisky,27.99,750ml,2.9, Delicate . Spice . Oak . Balanced ,-1," Highland, Scotland- Clean and creamy with a bit of sweetness balanced with oaky spice and light peat. Matured for 12 years giving a round, elegant palate and a very smooth finish. Sip and enjoy! Silver Medal SF Spirits Competition 2015 ",Glen Ness,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Single Malt Taste Test   ', 'review_cont': ' First, I believe you must let a scotch breathe approx. 15 minutes before you can receive the true aromas and you must use your entire palate to recognize the true taste. From then on it is what each individual prefers.\nI have enjoyed single malt scotches for 40+ yrs and for much of that time my preference has been Glenlivet 12 yr (readily available). During the last year I decided I would expand my horizons & do a taste test to identify my list of favorites. \nI read reviews & picked 7 single malts to taste test. My wife poured 2 & I decided which I preferred. Then I continued to compare 2 & identify my preference (I was very impressed with Glenmorangie Original so I added 3 more Glenmorangie to the mix). This continued over several months with many comparisons until I finalized my preference list & here it is:\n1. Glenmorangie La Santa ($56.99)\n2. Dalmore 12 yr ($64.99)\n3. Glenmorangie Nectar D’or ($72.99)\n4. Glenmorangie Original ($33.99)\n5. Grangestone 18 yr ($59.99)\n6. Glenlivet 12 yr ($29.99)\n7. Grangestone 12 yr ($32.99)\n8. McCallan 12 yr ($56.99)\n9. Glenmorangie Quinta Ruban ($45.99)\n10. Glen Ness 12 yr ($27.99)\nChoices 1-3 are excellent choices for that special treat, Choices 4-8 are very good as your regular selection & choices 9-10 are so-so (I eliminated 9 & 10 from my stock list).\nI hope this provides a good starting point and you do taste tests to identify your preferences. ', 'review_scor': '2'}}"
707,Glen Ness 8 Yr Single Malt Scotch Whisky,19.99,750ml,3.7, Delicate . Barley . Peat . Balanced ,89," Highlands, Scotland- Created by the age-old process of warming carefully selected malted barley over smoky peat fire and the addition of the purest Highland Spring water. Matured for 8 yrs for a round palate with hints of peat and smooth finish. Silver Medal SF Spirits Competition 2015 ",Glen Ness,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Awesome single malt and good price   ', 'review_cont': ' Good drink under $20, light and testy!!! ', 'review_scor': '4'}}"
708,Glen Ness Single Malt Scotch Whisky,18.99,750ml,3.4, Rich . Oak . Nut . Long ,90," Highlands, Scotland- From the premier region of Scotland for the production of the finest Single Malts with the most complex flavors and excellence of quality. Matured in selected oak casks to enhance flavor, giving a smooth finish. Silver Medal SF Spirits Competition 2015 ",Glen Ness,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    Personal taste   ', 'review_cont': ' I AM GLAD I COULD PURCHASE AS MANY TIMES AS I WANT TOO ', 'review_scor': '5'}}"
709,Glen Salen Pre Malt,19.99,750ml,-1, ,-1," Scotland- Comprised of carefully selected single malts from over 35 different distilleries, sure to please both types of Scotch enthusiasts- blended and single malt with its fine maturity. ",Glen Salen,United States,NA,Scotch,Single Malt,No Reviews
710,Glen Scotia 15 Yr Old,74.99,750ml,-1, ,-1," Lowlands, Scotland- Gently matured in fine American oak barrels, the 15 year has rich colors, broad and medium-weight with citrus peels, and ginger snap biscuits. A complicated palate where the initial nose would lead you to expect plump fruits yet producing surprisingly dry element. ",Glen Scotia,Scotland,Campbeltown,Scotch,Single Malt,No Reviews
711,Glen Scotia Double Cask,46.99,750ml,-1, ,-1, Scotland- Vibrant fruit aromas of peach and green apples followed by chewy vanilla fudge notes with a hint of salinity and oaky spices. The palate opens with more fudge and a dusting of powdered sugar. Powerful and oily with a touch of brandy character. Sherried notes on the finish. ,Glen Scotia,Scotland,Campbeltown,Scotch,Single Malt,No Reviews
712,Glen Scotia Victoriana,99.99,750ml,5.0, ,-1," Lowlands, Scotland- Chosen for its rare character, each cask is finished in deep charred oak producing an exceptionally smooth single malt whisky. Bottled in traditional fashion straight from the cask and without filtration. ",Glen Scotia,Scotland,Campbeltown,Scotch,Single Malt,
713,GlenAllachie 13 Yr,69.99,750ml,-1, Intense . Caramel . Apple . Vanilla . Long ,-1," Speyside, Scotland- GlenAllachie uses water from a spring 3000 feet up Ben Rinnes north-east face. This single cask offers caramel-dipped apple and pear notes with hints of brown sugar on the nose. Intense vanilla and zesty citrus on the palate are followed by a very long finish. ",GlenAllachie,Scotland,Speyside,Scotch,Single Malt,No Reviews
714,Glenbuck Scotch,12.99,750ml,-1, ,-1,NA,Sazerac,Scotland,NA,Scotch,Blended Scotch,No Reviews
715,Glencadam 10 Yr,57.99,750ml,-1, ,-1," Highlands, Scotland - To the nose, aromatic and fresh. Hay, fruit, gentle wood influence with light vanilla and spice. On the palate, beautifully balanced with tart fruits, freshly cut hay and vanilla sweetness. Long and gentle finish as it fades out on barley malt and fruit. ",Glencadam,Scotland,Highland,Scotch,Single Malt,No Reviews
716,Glencadam 15 Yr,94.99,750ml,-1, Rich . Honey . Smoke . Balanced ,-1," Highlands, Scotland- Malt and citrus fruits on a slight medicinal background, mingled with floral hints and a touch of smoke. Complex with honey hints and acid touches, liquorice hints. ",Glencadam,Scotland,Highland,Scotch,Single Malt,No Reviews
717,Glencadam 21 Yr,199.99,750ml,-1, Rich . Citrus . Tropical Fruit . Spice . Long ,-1," Highlands, Scotland - On the nose, buttery and sweet with notes of tropical fruits, citrus, toast, and custard. on the palate, spicy and tingling on the tongue with oak-led spices, vanilla, cinnamon and allspice. Good length finish with some oaky dryness and tropical fruit. ",Glencadam,Scotland,Highland,Scotch,Single Malt,No Reviews
718,Glendronach 12Yr,48.99,750ml,3.9, Delicate . Vanilla . Sherry . Balanced ,94," Highlands, Scotland- Matured in sherry casks for 12 years then finished in American oak. This has the effect of marrying the sherry notes with the creamy vanilla tones that American oak offers. It is a beautifully smooth whisky. 90 PTS. - BEVERAGE TASTING INSTITUTE ",Glendronach,Scotland,Highland,Scotch,Single Malt,"{'review_1': {'review_desc': '    The better sherried whiskey   ', 'review_cont': "" I found this superior to the often compared macallan 12. More complex, heavy sherried, maybe a little 'spicier', nice fruity finish, "", 'review_scor': '4'}}"
719,Glendronach 18 Yr,159.99,750ml,4.0, ,87," Scotland- The nose is clean w/ sherry and a mix of classic notes. The taste is bold with notes of dry walnuts, roasted coffee beans, and treacle backed by dark chocolate & orange rind aromas from the nose. Long finish. 1st place at Int. Whiskey Comp. in best 18 yr sing. mlt. category ",Glendronach,Scotland,Highland,Scotch,Single Malt,
720,Glendronach 21 Yr Parliament,229.99,750ml,-1, Rich . Sherry . Chocolate . Spice . Long ,92," Scotland- Resolute flavors of fine Oloroso sherry, bitter chocolate sauce, and plum pudding. This is all infused with fabulous spicy notes - cinnamon, allspice and nutmeg. Full bodied with smooth tannins. Long and lingering finish. 2nd place at Int. Whiskey Comp. in 19-24 yr. category. ",Glendronach,Scotland,NA,Scotch,Single Malt,No Reviews
721,Glendronach Grandeur 24Yr,659.99,750ml,-1, ,-1," Highland, Scotland- The most recent expression of Grandeur, Batch 7, was bottled at twenty five years old. It is a classical representation of the smooth, complex and full bodied style that GlenDronach is famous for. Individually numbered by hand, each bottle is unique. ",Glendronach,Scotland,Highland,Scotch,Single Malt,No Reviews
722,Glendronach Kingsman Edition 1991 Vintage,1049.99,750ml,-1, Intense . Sherry . Malt . Long ,-1," Highlands, Scotland- An exclusive, ultra-premium bottling of The GlenDronach Single Malt Scotch Whisky, fully matured in sherry casks for over 25 years and bottled to celebrate the film, Kingsman: The Golden Circle. Whisky maker, Rachel Barrie, blended together the finest 1991 casks. ",Glendronach,Scotland,Highland,Scotch,Single Malt,No Reviews
723,Glendronach Revival 15 Yr,79.99,750ml,-1, ,-1,NA,Glendronach,Scotland,NA,Scotch,Single Malt,No Reviews
724,Glendronach Single Cask Sherry 24Yr,599.99,750ml,-1, ,-1," Highland, Scotland- Two batches of Single Casks are released for genex per year, starting with Batch 1 in 2009. The latest, Batch 14, was released in November 2016. This selection is 24 years old. ",Glendronach,Scotland,Highland,Scotch,Single Malt,No Reviews
725,Glendronach Single Cask Sherry 27yr,969.99,750ml,-1, ,-1," Highland, Scotland- Two batches of Single Casks are released for genex per year, starting with Batch 1 in 2009. The latest, Batch 14, was released in November 2016. This selection is 27 years old. ",Glendronach,Scotland,Highland,Scotch,Single Malt,No Reviews
726,Glenfarclas 10 Yr,46.99,750ml,5.0, Rich . Smoke . Peat . Spice . Long ,-1," Speyside, Scotland- Straw gold color. Sherry-sweet malty aromas combine with a light smokiness and subtle spice. Delicately light, sweet and malty, with hints of biscuits and cream and peaty notes. Leaves a long, slightly spicy finish with a lingering smokiness. ",Glenfarclas,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Keep this on your bar!   ', 'review_cont': "" $40 is a steal for this bottle! Light in color and on the palette, this bottle delivers delicious, sweet, smooth flavor and mouth feel! I couldn't stop drinking it! Lighter than the GF12 and about the same price, can't go wrong with either... "", 'review_scor': '5'}}"
727,Glenfarclas 105,92.99,750ml,-1, ,-1," Scotland - Dry and assertive, develops quickly to reveal a rich peppery smokiness, combined with a hint of oak and sherried fruit. The finish is amazingly smooth for the strength, wonderfully warming, with a lingering smokiness. Sip neat or on the rocks. Enjoy! ",Glenfarclas,Scotland,NA,Scotch,Single Malt,No Reviews
728,Glenfarclas 12 Yr,46.99,750ml,4.8, Rich . Oak . Malt . Smoke . Balanced ,-1," Speyside, Scotland- Light gold with a strong nose of sherry, smoke and fruit. Full, firm and a trace of oil on the palate with flavors of malt and some peat and smoke. Slighly dry. ",Glenfarclas,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Exactly as it should be   ', 'review_cont': ' Very well balanced for a sherried Scotch, this will definitely be one of my go-to malts for a casual evening dram.  A little spice, sweet but also dry. Lots going on but nothing overpowering.  Well balanced. ', 'review_scor': '4'}}"
729,Glenfarclas 17 Yr,89.99,750ml,5.0, ,90," Speyside, Scotland- Complex nose, with distinctive butterscotch, sherried fruit and peat smoke aromas. Big and full-flavored with excellent balance. Develops slowly, full of sherry-sweet malty tones and a touch of peat smoke. Finishes long and smooth, with a hint of spice. ",Glenfarclas,Scotland,Speyside,Scotch,Single Malt,
730,Glenfarclas 21 Yr,129.99,750ml,5.0, ,-1," Speyside, Scotland- Intense nose full of aromas of fruit, nutmeg and almonds with slight citrus notes at the end, all held together with a vanilla sweet smokiness. Full bodied rich and rounded develops slowly into fruity, smoky and spicy flavours. Long, smooth and smoky finish. ",Glenfarclas,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    A real single malt treat   ', 'review_cont': ' Purchased a bottle of this as a treat two years ago. Longtime admirer of the Glenfarclas 12 and 15 year old expressions (although they do not offer the 15 in the US, which makes overseas duty free shopping a must when traveling abroad). A note of sulfur upon first opening, likely due to the long time this whisky spent in oak, dispelled after being opened a few days. Like all the Glenfarclas expressions, a rather dry but complex whisky, not a ""sherry bomb"" by any means, but the best example of Speyside whisky that I have had. Liked this a bit more than the 25 I had a few years back. This may be more for the experienced malt aficionado than for the newcomer. Glenfarclas is one of the few truly independent distillers left in Scotland, and is still being run by the same family that founded it. Try the 12 to get started... ', 'review_scor': '5'}}"
731,Glenfarclas 25 Yr,159.99,750ml,5.0, ,-1," Speyside, Scotland- Amber with dark gold highlights, full ripe and sweet, with finely peated with aromas of orange marmalade, honey, coffee, sherry and nuttiness. The finish is fresh with a long lasting smoky maltiness. ",Glenfarclas,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Dollar for Dollar Best Whiskey you can Buy   ', 'review_cont': ' Open it let breath smooth, whiskey strong legs in the glass, nose is wonderful hints of vanilla, sherry, sweet, palate lovely smooth , sweet , Burnt sugar, vanilla, slightly Smokey. Finish very long and intense this is a true sipping whiskey flavor lingers every short breath give a new rush of flavors which continues for 2 minutes or more. Just simply leaving you in total wow factor , disbelieving such a great finish until your next sip confirms it is really that good. Thanks Glenfarclas for such an amazing affordable Whiskey. ', 'review_scor': '5'}}"
732,Glenfarclas 40 Yr,999.99,750ml,5.0, Rich . Orange . Chocolate . Balanced ,-1," Speyside, Scotland - The nose has antique leather, walnuts and chocolate covered raisins leading to a sweet initial taste of orange and chocolate then a lovely flavor of burnt brown sugar. The dry finish oozes big tannins and more rich dark cocoa. ",Glenfarclas,Scotland,NA,Scotch,Single Malt,
733,Glenfarclas Family Cask 1973,679.99,750ml,-1, Light . Leather . Sherry . Apple . Long ,-1," Speyside, Scotland- Lightly sweetened caramel, toffee apple aromas with fresh green apple underneath. Fresh, cotton candy flavor with notes of leather, sherry and berry cheesecake. Finishes long and slightly dry with lingering fruitiness. Try it neat. Enjoy! ",Glenfarclas,Scotland,NA,Scotch,Single Malt,No Reviews
734,Glenfarclas Family Cask 1983,449.99,750ml,-1, Rich . Oak . Apple . Balanced ,-1," Speyside, Scotland- A slightly musky aroma with a hint of cooking apples. Silky, slight oily texture with full flavor of oak and tannins. Finishes with a unique cola, bubble gum flavor. Try it on the rocks! ",Glenfarclas,Scotland,NA,Scotch,Single Malt,No Reviews
735,Glenfiddich 12 Yr,26.99,750ml,3.8, Rich . Peat . Oak . Balanced ,89," Speyside, Scotland- The pioneer of the Single Malt Scotch category and one of the world's most popular. Distinctively fragrant, balancing the fruitiness of pear with the richness of subtle oak. Displaying complex, elegantly rounded flavors with a creamy, mellow finish. ",Glenfiddich,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    No, just no....   ', 'review_cont': ' Thought I was drinking a cheap blend... save yourself (and your tastebuds) and grab glenlivet. ', 'review_scor': '1'}}"
736,Glenfiddich 14 Yr Bourbon Barrel Reserve,43.99,750ml,4.4, ,90," Speyside, Scotland - Strong oak influence on the nose. Very fruity with nutmeg, cinnamon, fruits, dates. On the palate, bourbon sweetness, with strong fruitiness, sublimely smooth. Long nutty, toasty finish with hint of char. IWSC 'Gold Outstanding' Winner ",Glenfiddich,Scotland,Speyside,Scotch,Single Malt,"{'review_1': {'review_desc': '    Smooth!!   ', 'review_cont': ' My god this is some smooth scotch. Brought this to a party and the entire bottle was finished rather quickly. ', 'review_scor': '5'}}"
